Apr,Aug,Average Employment Annual,Average Employment Qtr 1,Average Employment Qtr 2,Average Employment Qtr 3,Average Employment Qtr 4,Average Female Employment Annual,Average Female Employment Qtr 1,Average Female Employment Qtr 2,Average Female Employment Qtr 3,Average Female Employment Qtr 4,Average Wage Annual,Average Wage Qtr 1,Average Wage Qtr 2,Average Wage Qtr 3,Average Wage Qtr 4,County,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Number of Establishments Annual,Number of Establishments Qtr 1,Number of Establishments Qtr 2,Number of Establishments Qtr 3,Number of Establishments Qtr 4,Oct,Sep,Total Wages Annual,Total Wages Qtr 1,Total Wages Qtr 2,Total Wages Qtr 3,Total Wages Qtr 4,Type,Year
6526,6377,6714,6613,6623,6501,7117,1740,1656,1658,1735,1912,36662,8846,9067,9278,9452,Vermont,7366,6605,6642,6280,6719,6592,6625,7012,553,555,556,550,551,6974,6847,246140,58497,60056,60317,67271,Transportation and warehousing,2012
1819,1833,1827,1826,1825,1835,1821,386,422,424,424,275,95748,26286,21687,24044,23728,Vermont,1835,1829,1819,1841,1828,1830,1829,1812,48,48,48,48,48,1815,1831,174907,47999,39587,44121,43201,Utilities,2012
4623,4677,4651,4651,4646,4648,4660,2070,2048,2084,2054,2092,49040,12041,12032,11734,13230,Vermont,4712,4668,4603,4633,4658,4682,4658,4652,483,488,478,481,484,4615,4635,228102,56004,55907,54545,61647,Information supersector,2012
11568,11917,11731,11620,11779,11868,11658,7116,7034,7154,7108,7167,58404,15705,13846,13312,15576,Vermont,11687,11591,11655,11965,11979,11615,11791,11605,1675,1680,1666,1675,1678,11681,11723,685165,182493,163101,157993,181578,Financial Activities supersector,2012
8736,8757,8739,8749,8802,8735,8669,5870,5848,5920,5838,5875,66035,17999,15616,14966,17466,Vermont,8679,8724,8771,8795,8860,8752,8810,8680,969,972,964,971,969,8647,8653,577060,157471,137452,130730,151407,Finance and insurance,2012
2832,3160,2993,2871,2977,3133,2989,1246,1186,1234,1270,1292,36122,8715,8615,8701,10094,Vermont,3008,2867,2884,3170,3119,2863,2981,2925,706,708,702,704,709,3034,3070,108105,25022,25649,27263,30171,Real estate and rental and leasing,2012
26070,27055,26154,24931,26436,26895,26353,11231,11018,11385,11110,11409,53614,12996,12896,12628,15090,Vermont,26209,24891,24693,26997,26990,25208,26248,26307,4529,4548,4513,4525,4528,26543,26633,1402203,324008,340910,339621,397664,Professional and Business Services supersector,2012
13979,14261,14048,13918,14012,14177,14084,6581,6551,6568,6572,6633,66048,15457,15862,15428,19292,Vermont,14204,13987,13752,14244,14133,14014,13925,14069,2982,2995,2972,2975,2985,13979,14026,927825,215128,222270,218724,271703,Professional and technical services,2012
1958,2018,1960,1971,1968,1979,1923,863,901,878,831,843,77929,20440,19863,18521,19099,Vermont,1913,1935,1950,1999,1983,2029,1964,1927,103,100,104,105,104,1930,1919,152772,40294,39096,36648,36735,Management of companies and enterprises,2012
10133,10776,10146,9042,10455,10739,10346,3786,3566,3939,3707,3933,31699,7586,7608,7845,8625,Vermont,10092,8969,8991,10754,10874,9165,10359,10311,1444,1453,1437,1445,1439,10634,10688,321605,68586,79544,84249,89227,Administrative and waste services,2012
57091,58093,57557,57001,57044,57909,58273,43180,42716,42744,43347,43913,40287,9677,10033,9860,10706,Vermont,58540,56993,56405,58102,56967,57606,57074,58204,2278,2283,2274,2281,2274,58075,57532,2318779,551603,572299,570981,623896,Education and Health Services supersector,2012
9552,9025,9467,9581,9256,9286,9746,5484,5582,5127,5474,5753,40327,9555,10274,10303,10206,Vermont,9743,9757,9301,9450,8928,9686,9288,9741,402,405,404,401,398,9754,9382,381785,91550,95100,95668,99466,Educational services,2012
47539,49068,48090,47420,47788,48623,48527,37696,37134,37617,37873,38160,40279,9702,9986,9775,10807,Vermont,48797,47236,47104,48652,48039,47920,47786,48463,1876,1878,1870,1880,1876,48321,48150,1936994,460053,477198,475313,524430,Health care and social assistance,2012
28602,35241,33437,35341,30734,34524,33149,16365,15909,16591,16444,16516,19042,4725,4622,4874,4809,Vermont,35605,35628,35619,34826,33361,34777,30240,31618,2166,2155,2168,2174,2165,32223,33504,636711,166987,142039,168274,159411,Leisure and Hospitality supersector,2012
3447,4909,3981,3604,4010,4708,3602,1898,1720,2079,1994,1800,21678,5317,5160,5356,5893,Vermont,3591,3603,3644,4858,4583,3565,4000,3268,400,400,399,401,399,3946,4356,86296,19164,20691,25216,21226,"Arts, entertainment, and recreation",2012
25155,30332,29456,31737,26724,29816,29547,14467,14189,14512,14450,14716,18686,4658,4541,4798,4677,Vermont,32014,32025,31975,29968,28778,31212,26240,28350,1766,1755,1769,1773,1766,28277,29148,550415,147824,121349,143058,138185,Accommodation and food services,2012
8602,9048,8754,8519,8729,9015,8752,4448,4272,4473,4563,4484,29690,7329,7367,7228,7769,Vermont,8718,8492,8493,9094,8856,8573,8730,8717,1986,1982,1980,2002,1981,8822,8904,259909,62442,64312,65163,67993,"Other services, except public administration supersector",2012
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vermont,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unspecified industry supersector,2012
6440,6458,6449,6408,6444,6463,6478,na,na,na,na,na,66800,16498,16600,16565,17134,Vermont,6476,6407,6423,6483,6437,6394,6456,6466,439,443,439,437,436,6493,6449,430762,105718,106979,107066,111000,Federal Government,2012
16209,15491,15995,15872,15962,15799,16348,8463,8482,8132,8697,8542,49587,11616,12767,11937,13236,Vermont,16187,16128,15361,15396,15486,16128,16191,16341,332,332,332,332,332,16515,16509,793144,184381,203790,188591,216383,State government,2012
31888,24133,29989,31271,31532,25450,31703,20125,20617,19459,19438,20984,37088,8928,10369,8541,9107,Vermont,32019,31460,30942,22103,30476,31412,32233,31788,835,836,835,834,835,31302,30113,1112222,279181,326956,217361,288724,Local government,2012
297504,300741,301614,298954,300840,300151,306511,na,na,na,na,na,42039,10294,10489,10232,11013,Vermont,309037,299237,297919,296769,304036,299705,300979,305018,24436,24325,24474,24510,24435,305477,302944,12679656,3077363,3155482,3071249,3375563,Total Covered -  all ownerships,2013
243058,253933,248994,245071,246844,252331,251731,120908,119231,120654,120316,123430,41226,10164,10105,10027,10924,Vermont,254232,245089,244591,253057,251554,245534,245921,250112,22832,22721,22869,22907,22830,250849,250003,10265151,2490839,2494355,2530040,2749917,Private ownership,2013
47703,51029,49250,46576,49464,50967,49993,11198,10901,11392,11191,11306,50589,12782,12370,12272,13179,Vermont,49263,46520,46407,51243,50888,46801,49800,50060,4365,4342,4380,4384,4353,50655,50628,2491506,595317,611875,625446,658868,Goods Producing domain,2013
3285,3708,3444,3059,3531,3699,3486,827,694,955,905,753,34257,8395,8292,8362,9203,Vermont,3291,3052,3023,3762,3703,3103,3605,3465,500,496,497,504,504,3702,3628,117980,25684,29280,30934,32081,Natural Resources and Mining supersector,2013
2663,3044,2823,2512,2878,3039,2865,761,629,884,837,695,29780,7276,7167,7290,8037,Vermont,2704,2518,2478,3093,3035,2539,2936,2831,437,432,434,441,441,3061,2979,84081,18274,20627,22150,23029,"Agriculture, forestry, fishing and hunting",2013
622,664,621,548,653,661,621,66,65,71,68,58,54631,13530,13252,13294,14584,Vermont,587,534,545,669,668,564,669,634,63,64,63,63,63,641,649,33899,7410,8654,8783,9052,Mining,2013
12734,15548,14091,11944,14024,15474,14921,1587,1472,1636,1635,1603,45394,11051,10762,11182,12311,Vermont,14180,11747,12053,15406,15000,12033,14339,15070,2804,2794,2820,2813,2789,15514,15469,639653,131998,150930,173031,183695,Construction supersector,2013
31684,31773,31715,31572,31908,31793,31585,8784,8735,8801,8651,8950,54671,13861,13528,13257,14028,Vermont,31792,31721,31331,32075,32185,31665,31856,31525,1061,1052,1063,1067,1060,31439,31531,1733873,437635,431665,421481,443092,Manufacturing supersector,2013
21425,21111,21210,21265,21469,21143,20964,5137,5170,5150,4983,5243,59099,15105,14740,14343,14912,Vermont,21141,21435,21066,21397,21540,21294,21442,20940,652,648,655,652,651,20810,20921,1253502,321198,316443,303255,312606,Durable Goods manufacturing,2013
10259,10662,10505,10307,10439,10650,10622,3648,3565,3651,3668,3707,45730,11297,11037,11101,12285,Vermont,10651,10286,10265,10678,10645,10371,10414,10585,409,404,408,415,409,10629,10610,480371,116437,115222,118226,130486,Non-Durable Goods manufacturing,2013
195355,202904,199745,198495,197381,201364,201738,109710,108330,109262,109125,112124,38918,9549,9537,9458,10365,Vermont,204969,198569,198184,201814,200666,198733,196121,200052,18467,18379,18489,18523,18477,200194,199375,7773645,1895521,1882479,1904595,2091049,Service Providing domain,2013
54186,55505,55350,54283,54980,55345,56791,23091,22117,23022,23041,24183,35760,8864,8821,8841,9224,Vermont,57668,54154,54673,55307,55821,54021,54934,56729,5200,5211,5212,5194,5183,55976,55222,1979286,481171,484981,489303,523832,"Trade, Transportation, and Utilities supersector",2013
9042,9358,9210,8991,9168,9308,9372,2618,2534,2609,2622,2708,56618,13861,14590,13510,14650,Vermont,9416,8964,8997,9319,9315,9013,9146,9351,1390,1398,1386,1388,1386,9349,9247,521440,124633,133752,125754,137301,Wholesale trade,2013
36896,38174,37700,36838,37480,37915,38565,18201,17416,18234,18173,18979,27437,6732,6655,6884,7156,Vermont,39244,36812,37144,38089,38107,36559,37436,38523,3208,3212,3216,3205,3200,37929,37481,1034368,247996,249410,260987,275975,Retail trade,2013
6440,6191,6651,6619,6528,6340,7117,1859,1743,1762,1838,2094,37286,8848,9165,9587,9668,Vermont,7301,6554,6705,6099,6588,6598,6557,7108,553,551,560,551,548,6943,6730,247993,58567,59834,60785,68808,Transportation and warehousing,2013
1808,1782,1789,1834,1805,1782,1736,413,424,417,408,402,98077,27249,23265,23444,24044,Vermont,1707,1824,1827,1800,1811,1851,1795,1747,50,50,50,50,49,1755,1764,175484,49975,41985,41776,41748,Utilities,2013
4660,4677,4676,4714,4701,4644,4643,2045,2070,2075,1994,2040,51457,12783,12811,12309,13556,Vermont,4660,4743,4678,4667,4757,4722,4686,4654,483,482,487,483,481,4615,4588,240589,60263,60222,57161,62942,Information supersector,2013
11559,12012,11769,11573,11763,11955,11785,7252,7180,7329,7224,7275,59854,16566,13926,13768,15638,Vermont,11812,11551,11567,12027,11974,11601,11757,11745,1669,1668,1676,1672,1660,11799,11825,704424,191720,163811,164593,184301,Financial Activities supersector,2013
8623,8809,8709,8649,8691,8773,8723,5933,5890,5995,5905,5940,67595,19134,15689,15371,17424,Vermont,8751,8644,8640,8819,8776,8664,8674,8731,950,953,958,953,937,8687,8690,588684,165493,136356,134841,151994,Finance and insurance,2013
2936,3203,3060,2924,3072,3182,3062,1320,1290,1334,1319,1335,37823,8970,8936,9350,10550,Vermont,3061,2907,2927,3208,3198,2937,3083,3014,719,715,718,719,723,3112,3135,115740,26226,27455,29751,32307,Real estate and rental and leasing,2013
26242,27216,26420,25169,26809,27066,26638,11554,11393,11562,11537,11724,56323,13666,13233,13071,16352,Vermont,26438,25091,24953,27132,27304,25462,26880,26651,4643,4578,4633,4680,4679,26824,26850,1488070,343948,354750,353786,435586,Professional and Business Services supersector,2013
14038,14219,14071,13906,14048,14127,14203,6599,6711,6575,6481,6629,68896,16443,16143,15982,20293,Vermont,14293,13911,13788,14168,14096,14020,14010,14156,3043,3020,3033,3056,3064,14159,13995,969439,228663,226783,225778,288215,Professional and technical services,2013
1923,2014,1948,1846,1959,1991,1996,914,844,918,939,954,81878,20460,21132,18595,21697,Vermont,2003,1847,1849,1975,1974,1842,1979,1995,103,105,103,102,100,1989,1984,159484,37770,41390,37023,43300,Management of companies and enterprises,2013
10281,10983,10401,9416,10802,10948,10439,4041,3838,4069,4117,4141,34529,8232,8015,8311,9969,Vermont,10142,9333,9316,10989,11234,9600,10891,10500,1497,1453,1497,1522,1515,10676,10871,359148,77516,86576,90984,104071,Administrative and waste services,2013
58198,58642,58416,58004,58090,58606,58964,43826,43797,43386,43667,44452,41385,9929,10303,10163,10982,Vermont,59113,57943,57429,58839,58035,58639,58036,59033,2288,2279,2292,2295,2287,58745,58338,2417549,575936,598483,595617,647513,Education and Health Services supersector,2013
9737,9170,9638,9703,9420,9480,9950,5615,5805,5190,5550,5913,41298,9879,10555,10520,10355,Vermont,10026,9876,9322,9645,9141,9912,9382,9955,408,402,405,413,412,9870,9624,398046,95863,99424,99727,103032,Educational services,2013
48461,49472,48778,48300,48670,49127,49013,38211,37992,38196,38117,38539,41402,9939,10254,10094,11109,Vermont,49087,48067,48107,49194,48894,48727,48654,49078,1880,1877,1887,1882,1875,48875,48714,2019503,480073,499059,495890,544481,Health care and social assistance,2013
31874,35811,34361,36278,32255,34764,34147,17442,17338,17306,17157,17966,19665,4928,4764,5070,4891,Vermont,36478,36626,36406,34820,33780,35802,31111,32512,2194,2171,2199,2199,2206,33451,33661,675721,178795,153655,176257,167015,Leisure and Hospitality supersector,2013
3383,4915,4029,3677,4035,4741,3663,1982,1823,2199,2069,1836,22861,5842,5560,5663,5828,Vermont,3549,3707,3683,4893,4696,3640,4025,3362,397,395,398,396,399,4078,4416,92105,21477,22432,26848,21347,"Arts, entertainment, and recreation",2013
28491,30896,30332,32601,28220,30023,30484,15460,15515,15107,15088,16130,19241,4825,4650,4977,4778,Vermont,32929,32919,32723,29927,29084,32162,27086,29150,1797,1776,1801,1803,1807,29373,29245,583616,157317,131223,149408,145667,Accommodation and food services,2013
8636,9041,8753,8475,8783,8985,8771,4502,4435,4582,4505,4484,30618,7515,7581,7555,7965,Vermont,8800,8461,8478,9022,8995,8486,8717,8728,1990,1990,1990,2000,1981,8784,8891,268004,63689,66577,67878,69860,"Other services, except public administration supersector",2013
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vermont,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unspecified industry supersector,2013
6550,6643,6562,6482,6562,6631,6572,na,na,na,na,na,67320,16770,16848,17840,15853,Vermont,6607,6514,6475,6636,6617,6456,6520,6600,437,436,437,435,438,6510,6615,441748,108694,110562,118300,104192,Federal Government,2013
16333,15766,16226,16037,16180,16049,16640,8645,8648,8369,8836,8728,51370,12128,13350,12285,13577,Vermont,16510,16296,15463,15668,15849,16352,16358,16622,332,332,332,332,332,16787,16713,833556,194492,215996,197157,225910,State government,2013
31563,24399,29831,31364,31253,25140,31568,19960,20595,19207,19211,20825,38188,9034,10705,8980,9362,Vermont,31688,31338,31390,21408,30016,31363,32180,31684,836,836,836,836,835,31331,29613,1139201,283337,334569,225751,295543,Local government,2013
298584,304841,304554,301389,303405,304343,309078,na,na,na,na,na,43017,10498,10561,10468,11475,Vermont,311316,302162,300680,301597,307587,301326,304045,307453,24398,24255,24319,24496,24522,308465,306592,13101040,3163953,3204304,3186006,3546776,Total Covered -  all ownerships,2014
243904,257491,251528,247418,248904,255666,254124,122776,120527,122878,122606,125092,42158,10313,10159,10275,11398,Vermont,256656,247740,247359,256557,254227,247156,248580,252340,22897,22749,22816,22997,23025,253377,252951,10603803,2551635,2528584,2627088,2896495,Private ownership,2014
47332,52024,49613,46657,49443,51738,50614,11176,10730,11328,11254,11392,51090,12668,12283,12548,13576,Vermont,50058,46740,46610,51950,51218,46622,49780,50631,4326,4313,4306,4352,4332,51154,51239,2534744,591069,607289,649226,687161,Goods Producing domain,2014
3370,3994,3636,3166,3643,3991,3744,861,723,958,961,802,34809,8502,8578,8307,9413,Vermont,3556,3148,3095,4012,3906,3256,3653,3747,507,500,503,513,513,3928,3968,126568,26921,31249,33158,35240,Natural Resources and Mining supersector,2014
2808,3326,3035,2658,3024,3327,3130,805,672,898,902,747,30641,7444,7521,7309,8352,Vermont,2972,2654,2586,3333,3244,2733,3019,3119,447,439,442,453,454,3300,3323,92987,19783,22741,24319,26144,"Agriculture, forestry, fishing and hunting",2014
562,668,601,509,619,664,613,56,51,60,59,55,55844,14032,13737,13312,14831,Vermont,584,494,509,679,662,523,634,628,60,61,61,60,59,628,645,33581,7137,8508,8839,9096,Mining,2014
13020,16548,14777,12477,14575,16422,15633,1644,1450,1684,1735,1707,46228,10771,10938,11404,12922,Vermont,14999,12350,12684,16465,15832,12397,14873,15726,2758,2756,2741,2772,2761,16174,16254,683102,134393,159420,187283,202006,Construction supersector,2014
30942,31482,31200,31014,31225,31324,31238,8671,8557,8686,8558,8883,55290,13857,13342,13689,14403,Vermont,31503,31242,30831,31473,31480,30969,31254,31158,1061,1057,1062,1067,1058,31052,31017,1725075,429754,416620,428785,449915,Manufacturing supersector,2014
20326,20454,20367,20448,20440,20379,20201,4925,4941,4918,4825,5017,59226,14830,14352,14801,15248,Vermont,20389,20676,20270,20537,20551,20397,20444,20122,639,644,639,641,630,20092,20147,1206262,303245,293352,301643,308021,Durable Goods manufacturing,2014
10616,11028,10833,10566,10785,10945,11037,3746,3616,3768,3733,3866,47891,11973,11430,11617,12857,Vermont,11114,10566,10561,10936,10929,10572,10810,11036,423,413,423,426,428,10960,10870,518813,126509,123267,127142,141894,Non-Durable Goods manufacturing,2014
196572,205467,201915,200761,199460,203929,203510,111600,109797,111550,111352,113700,39963,9766,9632,9699,10856,Vermont,206598,201000,200749,204607,203009,200534,198800,201709,18571,18436,18510,18645,18693,202223,201712,8069058,1960567,1921295,1977862,2209334,Service Providing domain,2014
54394,55768,55577,54438,55207,55644,57018,23313,22490,23248,23098,24414,36671,9252,8704,8969,9731,Vermont,57842,54226,54786,55743,55913,54301,55315,57096,5166,5163,5157,5168,5176,56117,55421,2038068,503654,480505,499050,554859,"Trade, Transportation, and Utilities supersector",2014
9143,9364,9242,9089,9250,9329,9301,2659,2606,2671,2666,2694,56493,14547,13270,13450,15233,Vermont,9319,9024,9086,9310,9292,9157,9314,9319,1402,1392,1400,1406,1409,9265,9312,522110,132218,122745,125467,141680,Wholesale trade,2014
37036,38411,37931,36999,37595,38173,38959,18420,17739,18421,18230,19288,28356,6917,6838,7078,7505,Vermont,39528,36911,37265,38461,38178,36822,37571,39053,3159,3168,3156,3152,3161,38296,37646,1075586,255920,257070,270205,292392,Retail trade,2014
6489,6268,6676,6610,6637,6419,7038,1835,1751,1756,1801,2033,38970,9316,9427,9726,10456,Vermont,7274,6564,6693,6247,6714,6574,6708,7004,554,552,551,558,554,6835,6742,260165,61581,62567,62432,73585,Transportation and warehousing,2014
1726,1725,1727,1739,1726,1724,1721,399,394,400,401,399,104332,31015,22092,23755,27433,Vermont,1721,1727,1742,1725,1729,1748,1722,1720,51,51,50,52,52,1721,1721,180207,53935,38123,40946,47203,Utilities,2014
4785,4832,4758,4847,4818,4814,4552,2066,2088,2093,2079,2003,53850,13443,13213,12950,14288,Vermont,4452,4846,4833,4825,4868,4861,4802,4440,488,480,483,492,495,4765,4784,256203,65155,63667,62336,65044,Information supersector,2014
11604,12060,11823,11623,11800,12018,11853,7380,7275,7404,7395,7445,61575,16892,13979,14384,16357,Vermont,11851,11635,11671,12057,11992,11563,11803,11820,1663,1652,1660,1669,1670,11888,11938,728032,196333,164943,172876,193879,Financial Activities supersector,2014
8656,8831,8741,8673,8719,8809,8763,6032,5942,6073,6041,6070,69723,19460,15694,16231,18355,Vermont,8771,8701,8699,8845,8786,8619,8715,8771,943,936,940,945,950,8747,8750,609439,168777,136837,142978,160847,Finance and insurance,2014
2948,3229,3083,2950,3081,3210,3090,1348,1333,1331,1354,1375,38472,9341,9124,9315,10690,Vermont,3080,2934,2972,3212,3206,2944,3088,3049,720,716,720,724,720,3141,3188,118593,27556,28107,29899,33032,Real estate and rental and leasing,2014
26037,27400,26627,25357,26838,27354,26961,11575,11317,11717,11573,11692,58452,13984,13743,13543,17156,Vermont,26731,25363,25134,27516,27560,25573,26918,26930,4770,4683,4743,4800,4854,27223,27145,1556420,354577,368845,370447,462552,Professional and Business Services supersector,2014
13802,13988,13866,13655,13838,13909,14064,6571,6573,6540,6499,6673,70972,16477,16808,16662,20961,Vermont,14202,13677,13529,13915,13965,13758,13746,14021,3110,3056,3088,3124,3172,13968,13825,984118,224988,232580,231762,294789,Professional and technical services,2014
2051,2097,2079,2024,2073,2087,2134,1022,994,1031,1020,1042,87228,21753,21117,20538,23770,Vermont,2141,2021,2024,2092,2093,2026,2076,2134,106,103,106,106,108,2126,2072,181384,44021,43783,42864,50717,Management of companies and enterprises,2014
10184,11315,10682,9678,10927,11357,10764,3982,3750,4146,4054,3977,36597,8841,8463,8437,10874,Vermont,10388,9665,9581,11509,11502,9789,11096,10775,1554,1524,1549,1570,1574,11129,11248,390918,85568,92482,95821,117047,Administrative and waste services,2014
58742,59370,59134,58670,58893,59336,59636,44608,44200,44415,44543,45273,42277,10051,10421,10398,11395,Vermont,59825,58513,58641,59677,59097,58855,58840,59607,2296,2281,2287,2311,2305,59476,58960,2499963,589694,613746,616969,679555,Education and Health Services supersector,2014
9995,9310,9872,10052,9793,9622,10020,5751,5961,5468,5640,5934,42153,9890,10477,11045,10762,Vermont,9999,10184,9736,9854,9671,10235,9712,10101,415,409,410,420,422,9960,9703,416120,99411,102598,106276,107834,Educational services,2014
48747,50060,49262,48618,49100,49713,49616,38857,38239,38947,38903,39339,42301,10084,10410,10273,11523,Vermont,49826,48329,48905,49823,49426,48620,49128,49506,1881,1872,1877,1891,1883,49516,49257,2083844,490283,511147,510692,571721,Health care and social assistance,2014
32317,36897,35172,37213,33072,35699,34706,18075,17952,18043,18012,18293,20304,5007,4879,5216,5194,Vermont,37091,37759,37115,35666,34585,36764,32314,33066,2214,2200,2215,2218,2222,33962,34533,714130,186311,161351,186187,180282,Leisure and Hospitality supersector,2014
3625,5171,4207,3900,4134,4946,3846,2079,1924,2254,2151,1986,23245,5716,5439,5485,6729,Vermont,3986,3985,3860,5085,4767,3855,4010,3446,406,399,408,408,409,4107,4583,97785,22291,22484,27128,25882,"Arts, entertainment, and recreation",2014
28692,31726,30966,33313,28938,30752,30860,15996,16028,15789,15861,16307,19904,4924,4799,5172,5003,Vermont,33105,33774,33255,30581,29818,32909,28304,29620,1808,1801,1807,1810,1813,29855,29950,616345,164020,138867,159058,154400,Accommodation and food services,2014
8693,9140,8823,8615,8832,9065,8783,4584,4475,4630,4652,4580,31308,7527,7727,7722,8330,Vermont,8806,8658,8569,9123,8994,8617,8808,8750,1975,1977,1965,1987,1971,8792,8931,276242,64843,68239,69997,73163,"Other services, except public administration supersector",2014
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vermont,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unspecified industry supersector,2014
6667,6772,6673,6560,6675,6731,6725,na,na,na,na,na,69254,18564,15970,18370,16369,Vermont,6732,6567,6588,6702,6698,6526,6659,6725,439,437,440,439,441,6717,6720,462116,121785,106595,123657,110079,Federal Government,2014
16663,16087,16503,16332,16493,16376,16811,8954,8958,8694,9131,9032,52691,12449,13778,12479,13958,Vermont,16675,16595,15749,16084,16228,16651,16587,16791,232,235,231,231,231,16968,16958,869560,203306,227234,204363,234657,State government,2014
31350,24491,29850,31079,31334,25569,31418,19986,20363,19619,19480,20483,39047,9242,10911,9030,9725,Vermont,31253,31260,30984,22254,30434,30993,32219,31597,830,834,832,829,825,31403,29963,1165561,287226,341892,230898,305545,Local government,2014
302497,305774,307096,304731,306871,306456,310326,na,na,na,na,na,44231,10704,10789,10778,11946,Vermont,312229,304921,304792,305222,310769,304481,307346,308662,24625,24473,24583,24733,24711,310088,308371,13583112,3261985,3310817,3302999,3707310,Total Covered -  all ownerships,2015
247749,258832,254137,250540,252288,257974,255746,124023,122350,124582,123548,125612,43346,10513,10381,10590,11851,Vermont,257875,250327,251298,259846,257226,249996,251890,254019,23128,22975,23086,23237,23215,255344,255243,11015748,2634055,2618988,2731834,3030870,Private ownership,2015
48182,52171,49940,47069,50123,51975,50593,11202,10758,11365,11245,11441,51659,12683,12359,12587,14016,Vermont,49961,47047,47228,52294,51586,46931,50601,50607,4351,4305,4333,4390,4374,51212,51461,2579831,596980,619490,654237,709125,Goods Producing domain,2015
3636,4252,3831,3377,3889,4193,3865,890,731,1005,984,841,35958,8590,8721,8693,9930,Vermont,3670,3329,3338,4263,4099,3465,3933,3837,525,513,524,531,531,4089,4064,137763,29012,33918,36450,38384,Natural Resources and Mining supersector,2015
3005,3537,3185,2827,3227,3490,3197,825,672,937,915,775,31633,7551,7681,7646,8739,Vermont,3029,2783,2793,3562,3410,2904,3265,3167,469,458,469,475,475,3396,3370,100753,21344,24784,26682,27943,"Agriculture, forestry, fishing and hunting",2015
631,715,646,551,663,703,668,66,59,68,69,66,57277,13924,13783,13889,15631,Vermont,641,546,545,701,689,561,668,670,56,55,55,56,56,693,694,37011,7668,9133,9768,10441,Mining,2015
13882,16723,15177,12933,15322,16684,15769,1663,1517,1706,1732,1696,46919,10876,10932,11509,13438,Vermont,15196,12812,13237,16872,16358,12751,15725,15877,2778,2747,2765,2806,2792,16235,16457,712091,140665,167490,192020,211915,Construction supersector,2015
30664,31196,30932,30758,30912,31098,30959,8649,8510,8654,8529,8904,55929,13892,13525,13691,14821,Vermont,31095,30906,30653,31159,31129,30715,30943,30893,1048,1045,1044,1053,1051,30888,30940,1729977,427303,418082,425766,458826,Manufacturing supersector,2015
19677,19734,19680,19739,19746,19682,19551,4738,4725,4721,4630,4875,59863,14581,14519,14765,16008,Vermont,19655,19904,19657,19712,19814,19655,19748,19514,612,613,612,614,610,19484,19601,1178086,287809,286689,290619,312970,Durable Goods manufacturing,2015
10987,11462,11252,11019,11166,11416,11408,3912,3785,3933,3899,4029,49047,12659,11768,11838,12786,Vermont,11440,11002,10996,11447,11315,11060,11195,11379,436,432,432,439,441,11404,11339,551890,139494,131393,135147,145856,Non-Durable Goods manufacturing,2015
199567,206661,204197,203472,202165,205998,205153,112821,111592,113217,112303,114171,41313,10012,9890,10086,11317,Vermont,207914,203280,204070,207552,205640,203065,201289,203412,18778,18670,18753,18847,18841,204132,203782,8435917,2037075,1999499,2077598,2321745,Service Providing domain,2015
54251,55282,55304,54737,55054,55148,56278,23243,22736,23324,22842,24068,38195,9745,8868,9416,10154,Vermont,57070,54529,55247,55366,55872,54436,55039,56260,5145,5154,5143,5143,5141,55503,54796,2112337,533415,488235,519265,571422,"Trade, Transportation, and Utilities supersector",2015
9215,9412,9298,9226,9283,9375,9308,2681,2655,2707,2683,2678,59070,14323,13880,14314,16548,Vermont,9294,9202,9265,9415,9342,9210,9293,9313,1416,1418,1409,1415,1422,9316,9298,549224,132143,128856,134198,154027,Wholesale trade,2015
37145,38207,37894,37374,37701,37956,38543,18350,17960,18493,17988,18957,29408,6874,6990,7572,7953,Vermont,39088,37262,37683,38322,38313,37178,37646,38588,3126,3134,3124,3129,3115,37952,37339,1114367,256908,263541,287393,306525,Retail trade,2015
6330,6137,6564,6500,6515,6295,6947,1826,1718,1727,1791,2066,39323,9083,9460,10028,10699,Vermont,7229,6485,6580,6092,6659,6436,6556,6875,550,549,557,545,550,6738,6656,258131,59042,61634,63128,74327,Transportation and warehousing,2015
1561,1526,1548,1637,1554,1522,1480,387,403,397,380,367,123110,52121,22006,22698,24691,Vermont,1459,1580,1719,1537,1558,1612,1544,1484,54,53,53,54,54,1497,1503,190615,85322,34204,34546,36543,Utilities,2015
4647,4665,4630,4538,4687,4647,4650,2037,1995,2090,1973,2091,56258,13105,13357,15031,14747,Vermont,4650,4466,4458,4682,4706,4689,4708,4668,484,483,484,484,486,4632,4593,260494,59467,62605,69846,68576,Information supersector,2015
11558,11925,11708,11594,11721,11872,11644,7191,7211,7266,7165,7123,64723,17689,14604,15142,17325,Vermont,11644,11598,11654,11986,11874,11529,11731,11561,1656,1660,1657,1652,1653,11726,11705,757754,205083,171179,179763,201729,Financial Activities supersector,2015
